,sentence,open_q,close_q,affirm,reflect,sd,b,sv,%,aa,ba,qy,ny,fc,qw,nn,bk,h,qy^d,bh,^q,bf,"fo_o_fw_""_by_bc",na,ad,^2,b^m,qo,qh,^h,ar,ng,br,no,fp,qrr,arp_nd,t3,oo_co_cc,aap_am,t1,bd,^g,qw^d,fa,ft
926,"
Yeah, so just to recap, yeah.",0,0,0,0,0.430308312,0.004366369,0.438121974,0.020686872,0.010492409,0.005780325,0.009499688,0.000676051,0.0050708,0.002210693,0.000359457,0.000545145,0.00231703,0.015014243,0.000420169,0.005005591,0.019856632,0.002648649,0.004180367,0.003343804,0.00686877,0.002772843,0.000435088,0.003296335,0.000976316,0.000772801,0.000960481,0.000210457,0.000294809,1.00E-04,0.000105405,0.00091846,0.000126814,0.000307841,0.000260715,0.000225485,0.000112223,6.96E-05,0.000210502,2.98E-05,4.08E-05
927,"Yeah, let me Omar's on top of this so I wrote double check with him but I think the process is that you'll get a phone call to schedule your testing.",0,0,0,0,0.671819866,0.000309478,0.314967424,0.001028388,0.001615866,0.00071927,0.000961892,0.000248162,0.001587506,6.75E-05,9.23E-06,0.000204755,0.000251466,0.000923614,6.88E-06,0.001684141,0.000237362,0.000364173,0.000265713,0.001815767,0.000119035,5.06E-05,6.84E-05,0.000133113,0.000289745,1.32E-05,5.18E-05,2.04E-06,3.34E-05,1.01E-05,1.34E-07,3.20E-05,7.02E-06,8.35E-05,1.75E-06,6.38E-06,8.86E-07,2.84E-07,7.55E-06,3.30E-07,2.15E-07
928,"
Okay, so they usually contact you the same day, no no wait for the call.",0,0,0,0,0.565558076,0.000372408,0.416412055,0.001801423,0.002583263,0.000751299,0.001612877,0.000127403,0.001464663,0.000182658,0.000267104,9.91E-05,0.000239307,0.004486368,8.98E-06,0.000570436,0.000610507,0.000560694,0.000229144,0.0006204,0.000470793,0.000276006,0.000112318,5.85E-05,0.000167249,0.00020055,4.20E-05,3.44E-06,1.62E-05,5.66E-06,1.26E-06,3.05E-05,5.02E-06,3.47E-05,2.88E-06,2.20E-06,2.65E-06,3.80E-07,8.96E-06,1.59E-07,3.59E-07
929,You have to have to have an appointment for it.,0,0,0,0,0.530827641,0.000399771,0.43501246,0.000426927,0.001399687,0.001469045,0.004895777,3.66E-05,0.001525155,6.12E-05,7.61E-06,0.00010154,0.000125599,0.012330359,5.26E-05,0.001449103,0.004392591,0.000372059,0.000273427,0.002869147,0.001202514,0.000234228,4.08E-05,0.000180019,6.18E-05,2.34E-05,2.41E-05,1.28E-05,4.41E-05,1.41E-06,3.07E-06,4.18E-05,2.56E-05,4.46E-05,7.59E-06,1.65E-06,6.94E-06,2.33E-06,1.02E-05,5.62E-07,2.22E-06
930,"Okay,
welcome.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
931,"
I look forward to your message.",0,0,0,0,0.613171458,0.001231609,0.090867452,0.001674049,0.006062656,0.005433667,0.00196959,0.001460952,0.03300187,0.001561499,0.000413562,0.002694609,0.002495569,0.01021261,0.000231293,0.103218853,0.003429393,0.007255957,0.002654698,0.055896919,0.006318213,0.001697103,0.000272676,0.002346972,0.016465515,0.000789101,0.000770651,0.00029705,0.000742896,0.000755563,5.28E-05,0.00122883,0.004199243,0.015987357,0.000507298,0.000493874,0.000236821,5.64E-05,0.001311667,0.000258332,0.000273314
932,Take care.,0,0,0,0,0.007837407,0.003571203,0.001183751,0.003452095,0.002397788,0.001265941,0.001309101,0.00047676,0.852082014,0.001203259,0.00150072,0.005021002,0.000629587,0.002492979,0.0011792,0.00119667,0.001461301,0.015291519,0.001151936,0.002142389,0.019746438,0.001333102,0.000132337,0.001861559,0.001151673,0.001073014,0.000678674,0.002001281,0.001004753,0.001680257,0.00134326,0.002336859,0.007665625,0.002689194,0.001037185,0.000624645,0.001895294,0.00159697,0.00076365,0.003195911,0.039341778
933,Have a good weekend.,0,0,0,0,0.060221191,0.007544498,0.077713631,0.004476942,0.013752147,0.052409861,0.094246902,0.003250159,0.488129973,0.000602068,0.000958645,0.006701582,0.00185692,0.013947492,0.009570855,0.04977468,0.016389331,0.029873494,0.001428006,0.018259034,0.006373543,0.009706491,0.000287156,0.002960254,0.01184933,0.001769283,0.001173099,0.00040105,0.001683197,0.001325437,0.000133465,0.004585978,0.001666302,0.002268358,0.000813386,0.000119277,0.000721642,0.000262021,6.11E-05,0.000155526,0.000576741
934,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
935,Thanks.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
936,Bye bye.,0,0,0,0,0.004116916,0.001058014,0.001404705,0.000936691,0.000933169,0.000434625,0.000453284,0.000103269,0.96997261,0.000225722,0.000312298,0.001156785,0.000149932,0.000451875,0.000349506,0.000623612,0.000893491,0.00091552,0.000699856,0.000263475,0.003679093,8.31E-05,3.26E-05,0.000552392,0.000383268,0.000179092,0.000126054,7.88E-05,0.000174326,0.000191823,5.87E-05,0.000207875,0.000549845,0.00029455,8.27E-05,6.47E-05,9.11E-05,0.000146695,7.56E-05,7.02E-05,0.007422041
937,"
",0,0,0,0,0.023257416,0.02195286,0.014499795,0.023086453,0.018760441,0.019691519,0.014288585,0.017821005,0.024131775,0.018770013,0.023994541,0.019390756,0.024446687,0.021679096,0.018490799,0.024282737,0.021715943,0.029862715,0.022794971,0.019167829,0.033947226,0.039310046,0.015122966,0.019688945,0.022263728,0.031546675,0.030659322,0.027602484,0.024484877,0.027682425,0.034073312,0.024333226,0.033435047,0.022902615,0.029717712,0.028145701,0.034927797,0.026399711,0.022588193,0.023586392,0.025495736
938,"So, what's on what's on your mind these
days.",0,0,0,0,0.378273964,0.005738443,0.39265126,0.007675693,0.011495734,0.01237724,0.016215665,0.001752394,0.007556221,0.004896127,0.000794905,0.001608125,0.00304109,0.017724561,0.000860868,0.031334709,0.020410683,0.004184582,0.002671652,0.031193463,0.025020054,0.003799092,0.001619105,0.006801465,0.002762142,0.000862782,0.000393775,0.000390975,0.000736827,0.000119668,7.99E-05,0.000595621,0.000933067,0.001916299,0.000383392,0.000219474,0.000314991,3.95E-05,0.000456664,4.34E-05,5.43E-05
939,"
Just before we kind of jump into the things going on.",0,0,0,0,0.640326083,0.000255868,0.320594341,0.001619999,0.000331662,0.000143084,0.000547996,2.74E-05,0.000165368,0.000454308,1.51E-05,6.64E-05,0.000782701,0.003424628,2.78E-05,0.001125896,0.004517578,0.000108896,0.000827383,0.00269264,0.019354207,0.000380699,9.05E-05,0.0014218,0.000127297,4.86E-05,4.69E-05,1.80E-05,5.83E-05,1.64E-06,1.38E-05,3.15E-05,0.000143742,5.16E-05,1.98E-05,1.14E-05,1.47E-05,3.45E-06,0.000105064,1.01E-06,8.43E-07
940,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
941,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
942,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
943,"
Natasha.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
944,Natasha.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
945,"
What about the nausia natashia.",0,0,0,0,0.013045272,0.006456852,0.003625976,0.005892429,0.001268458,0.013791978,0.002718676,0.001977529,0.00175758,0.142535761,0.003955449,0.007052263,0.002397038,0.002507787,0.009448201,0.004397979,0.00433592,0.005269564,0.013824804,0.01164472,0.003777741,0.029038457,0.56239444,0.011104123,0.009746074,0.003467123,0.001840967,0.026201522,0.00393282,0.006315285,0.002184899,0.006340964,0.013780467,0.002049001,0.005518347,0.033980504,0.002404678,0.001416084,0.012117572,0.002147423,0.002337218
946,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
947,Got it.,0,0,0,0,0.016173646,0.019168416,0.011590431,0.007153534,0.006771219,0.002303599,0.00175004,0.004774501,0.01293501,0.001808491,0.000979266,0.005737706,0.004462706,0.009199937,0.002766253,0.004026981,0.004332684,0.043703619,0.004119434,0.240493596,0.408085287,0.015943695,0.001486718,0.009938033,0.035022512,0.001744919,0.002841238,0.004026059,0.003188607,0.000808602,0.002607036,0.005280965,0.034286544,0.040486876,0.010355292,0.005497072,0.005161495,0.000637379,0.003271915,0.002718028,0.002360657
948,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
949,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
950,Good.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
951,Good.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
952,"So, sounds like.",0,0,0,0,0.070437044,0.036585521,0.349711657,0.009280225,0.047345873,0.190446705,0.014184101,0.005575193,0.056998372,0.008099027,0.002025371,0.005894423,0.010388316,0.011205095,0.006413385,0.01850866,0.028663939,0.013216197,0.015814615,0.009479,0.008703198,0.013208895,0.003703327,0.015733974,0.014453468,0.003887145,0.001529872,0.001740746,0.003675657,0.002886942,0.000802201,0.005457009,0.002368883,0.001887564,0.002310915,0.001356986,0.003057107,0.000597513,0.000970957,0.000337069,0.001057901
953,"Um, so, so what I'm hearing is you're, you're having diarrhea, which I'm gonna come back to.",0,0,0,1,0.453461945,0.013748243,0.281133711,0.04230554,0.019423204,0.011415139,0.014343114,0.00251838,0.019868761,0.020089556,0.001703501,0.003338439,0.003860543,0.007203588,0.000938823,0.010015295,0.008247737,0.008123195,0.007614222,0.015985757,0.006057135,0.003332319,0.009290677,0.015594611,0.007199721,0.002150025,0.000544987,0.00046526,0.001131846,0.000467457,0.000234531,0.002650883,0.000898056,0.001553535,0.000447881,0.001267203,0.000340866,0.000140437,0.000657322,7.82E-05,0.000158342
954,"But overall, you're better, and that your nausea is gone, and your energy level is better and you're about to go into the gym.",0,0,0,0,0.274667174,0.000133261,0.713207066,0.002543628,0.000243595,0.000478773,0.000672861,3.41E-05,0.000153972,0.000105153,1.04E-05,3.05E-05,0.000307097,0.000449879,1.00E-05,0.001254376,0.00263709,7.72E-05,8.69E-05,0.001430063,0.000790206,3.83E-05,1.91E-05,0.000301354,0.00013626,2.84E-05,9.40E-06,2.84E-06,1.43E-05,2.70E-06,5.90E-06,2.46E-05,2.17E-05,3.54E-05,6.37E-06,7.31E-06,5.59E-06,9.46E-07,1.51E-05,3.11E-07,8.75E-07
955,Good.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
956,"Okay, good.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
957,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
958,"Well good well thank you I'm glad to hear some things are going better let me understand the diarrhea, a little better because you can show that so any blood in the diarrhea.",0,0,0,0,0.434233308,0.000138167,0.212486029,0.000352374,0.000634656,0.004223904,0.182955667,0.000524375,0.126322106,0.000789298,4.10E-05,0.004136506,8.96E-05,0.007134984,7.70E-05,0.003515023,0.006256252,0.002598666,0.000150648,0.008434462,0.000122072,0.000137523,0.000716641,0.000181352,0.000955761,0.00015041,5.90E-05,1.98E-05,0.0001182,0.000169771,1.44E-06,0.001569071,4.25E-05,0.000324219,1.85E-05,9.53E-07,3.05E-06,1.14E-06,1.16E-05,2.66E-06,0.000300319
959,"Yeah, I mean it might be, you might have what we call IBS inflammatory, or irritable bowel
syndrome.",0,0,0,0,0.328742802,0.005111832,0.478971809,0.013107699,0.022756681,0.011963379,0.007308784,0.003315136,0.003719918,0.002628958,0.00026438,0.00095582,0.005258956,0.011983681,0.000472488,0.018049115,0.029078217,0.001554739,0.009001355,0.016053231,0.005532345,0.001778753,0.001044508,0.008288167,0.001828402,0.00111466,0.0014637,0.000622385,0.00134283,0.000271498,0.000167056,0.001632326,0.000827145,0.001402389,0.000912497,0.000190848,8.93E-05,9.42E-05,0.000935368,5.61E-05,0.000106563
960,"So,
it can cause you can have constipation or you can have diarrhea predominant.",0,0,0,0,0.201985717,0.001760611,0.646802306,0.005476685,0.009565511,0.008718213,0.022638155,0.000635474,0.001590337,0.002129326,0.00025622,0.000383166,0.002057326,0.005864731,0.000203574,0.028683273,0.023954336,0.001450282,0.000893404,0.012401359,0.01011676,0.000921948,0.000300353,0.007176794,0.000714704,0.000439955,0.000218865,8.03E-05,0.000308779,4.06E-05,0.000225178,0.000357897,0.00022376,0.000743355,0.000231848,0.000101524,7.69E-05,1.86E-05,0.000205611,9.53E-06,3.67E-05
961,"Is it, is it the stool loose it was actually diarrhea where you have just water.",0,0,0,0,0.05818012,0.000498709,0.013814478,0.006650046,0.000635321,0.000370347,0.871436954,0.000354753,0.000244521,0.000309596,9.73E-05,0.000158069,0.000209806,0.008398888,0.008054778,0.003079788,0.002243337,0.000655345,0.000208732,0.000268817,0.003041776,0.000455492,0.000203936,0.018232277,0.000300414,0.000382904,0.000169828,7.86E-05,0.000264595,1.72E-05,0.000303693,0.000115164,7.24E-05,0.00010183,3.01E-05,0.000115208,4.93E-05,0.000132864,3.32E-05,1.64E-05,1.31E-05
962,So what's more juicy store.,0,0,0,0,0.489254951,0.001728885,0.393233478,0.032600254,0.004257706,0.001926016,0.005568,0.000316889,0.002046329,0.001158624,0.000262561,0.000274054,0.004034514,0.009654408,0.000235573,0.003403793,0.030377384,0.000914894,0.002249241,0.001379733,0.007001576,0.002180848,0.000297893,0.000683363,0.000555816,0.000794152,0.000953771,0.000159611,0.000290979,0.000127074,0.000148451,0.000544384,0.000211439,0.000145292,0.000265538,0.000109385,0.000213594,8.52E-05,0.000308788,1.62E-05,2.93E-05
963,"
So,
it can cause you can have positive conditions, or you can update Ria productivity.",0,0,0,0,0.873609543,0.000129262,0.103716537,0.000411917,0.001316184,0.000828347,0.002787957,0.000100532,0.000337176,0.000313808,1.37E-05,3.65E-05,0.000175496,0.000675395,1.90E-05,0.005610334,0.003019992,0.00024625,0.000246085,0.002736731,0.001395302,0.000104359,2.33E-05,0.001910229,4.44E-05,4.07E-05,8.53E-06,7.79E-06,2.53E-05,6.12E-06,1.13E-05,1.44E-05,2.32E-05,2.86E-05,3.00E-06,7.58E-06,1.14E-06,1.96E-06,1.01E-05,1.03E-06,8.02E-07
964,"Is it, is it the stool loose or is it actually diarrhea where you have just water forms you see store.",0,0,0,0,0.040388729,0.000335969,0.010580393,0.002718882,0.000331511,0.000202064,0.920365036,0.00019776,0.000189855,0.000194058,3.16E-05,0.000123847,0.000131222,0.003661287,0.002625987,0.001416415,0.00128287,0.000498557,0.000129686,0.000265303,0.000780335,0.000257669,0.000108116,0.011712213,0.000229372,0.000185473,9.51E-05,4.74E-05,0.000226234,1.09E-05,0.000230232,9.83E-05,5.46E-05,8.72E-05,1.74E-05,6.44E-05,3.23E-05,5.98E-05,1.99E-05,7.73E-06,4.54E-06
965,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
